user_id,cellphone_id,rating
95158,9,2
51325,22,7
69689,27,1
92848,5,2
10042,26,2
59371,29,2
29412,30,5
81482,21,6
90037,1,7
91738,17,1
5617,2,9
54227,9,3
31077,8,3
22585,31,8
24821,28,3
80664,7,8
44661,31,2
96174,11,5
34910,8,2
74269,25,5
21360,14,5
33065,4,4
22189,3,1
32546,14,4
65534,33,8
81216,2,2
72472,18,4
30660,31,9
28876,31,3
66991,33,8
98211,12,5
68710,18,5
15314,17,4
36318,6,8
39788,14,7
16337,16,5
50685,14,6
55527,4,2
63126,28,1
46649,23,4
26569,30,8
29913,3,5
86300,6,8
92575,5,10
92524,22,9
54508,1,7
29554,1,7
98043,23,5
96984,3,2
34318,17,4
56941,16,9
64988,25,10
39506,26,1
17987,3,7
28118,20,1
17186,3,8
75291,7,10
2175,30,8
32534,11,9
27976,27,3
13036,12,10
94078,18,3
59869,32,9
84534,11,2
64480,14,10
16158,13,2
62533,22,10
40356,32,9
36338,19,8
91344,1,9
92327,20,2
47001,3,10
32276,19,5
15897,2,5
80503,5,9
34427,16,1
77749,27,2
33342,28,7
12504,4,3
65721,18,4
15060,7,5
58446,4,10
48582,6,8
78539,32,9
55513,4,4
31425,26,3
6309,12,10
82945,31,2
62089,14,9
17590,7,7
11087,10,5
24190,4,1
35667,33,1
57979,21,1
57253,25,5
60936,9,9
16827,18,2
95222,27,3
93537,14,3
99174,14,2
96237,9,1
84935,9,2
19900,18,10
9748,22,6
70264,18,5
11943,2,6
90993,8,2
89277,28,1
75130,9,9
15669,13,2
40141,2,5
71884,18,8
11233,12,10
4841,12,4
60542,22,2
18650,22,5
12324,4,5
92137,5,9
6666,28,1
72057,32,5
1367,8,2
50395,7,6
65038,31,7
73056,2,1
96569,23,10
55857,11,3
4876,11,6
62726,22,2
56506,6,7
37506,26,2
17730,2,6
17059,5,10
85843,25,1
34229,27,10
34772,5,6
32256,4,3
8100,23,6
13829,12,8
91904,27,3
81020,24,5
78412,10,2
60505,16,3
65629,6,10
65335,26,5
44001,3,3
17173,31,8
41012,24,3
45483,24,7
81711,17,5
30424,8,7
48826,31,3
37925,9,5
47725,33,10
85965,16,10
46010,28,3
2778,28,5
71101,20,6
58329,23,6
82822,12,3
45355,7,8
44912,19,9
53686,29,3
6634,14,1
89873,15,3
84176,26,2
5026,9,6
16321,6,9
26678,23,7
6161,12,4
89375,15,4
17200,13,1
63173,9,9
45168,31,5
71343,5,6
81754,25,10
2540,24,2
63315,22,9
89419,26,10
33871,32,7
68203,6,7
21315,6,1
46250,11,9
12754,17,2
12730,6,8
64087,24,9
71955,2,1
46834,3,10
56506,29,7
55910,10,7
27406,26,6
10002,14,8
57739,9,8
68962,21,6
50962,16,8
691,26,1
45047,33,8
81447,22,6
27076,33,6
89166,24,4
15532,27,7
13628,1,3
47102,11,4
70715,18,10
31459,7,1
34743,13,1
27431,29,1
41947,22,5
81266,33,5
35583,15,6
79893,7,7
38246,20,9
51390,29,4
99156,21,5
9422,8,8
75219,31,8
71493,32,1
24035,1,2
43881,3,1
55235,32,4
6858,7,3
35885,25,1
42932,33,5
47239,24,7
27651,17,4
1394,31,9
45018,18,5
60340,22,1
32808,2,1
56887,11,1
87117,1,2
52809,8,10
37643,31,10
6389,19,1
6779,13,10
82889,15,3
98540,22,1
86558,5,9
29240,8,4
29884,22,2
5961,32,10
47842,3,9
60744,22,3
1553,33,3
49549,6,5
46923,16,6
41238,26,4
11895,24,3
12179,18,9
82248,26,9
60359,14,10
45348,19,2
86928,29,1
28485,10,7
81969,12,10
64465,17,9
3612,30,6
21160,18,6
42397,32,10
11188,4,3
37182,22,1
13198,24,8
74020,17,2
29248,27,8
76019,6,2
69875,28,2
30190,13,8
27167,32,1
19257,24,6
26788,9,6
20799,9,5
93668,21,7
94584,29,8
42904,12,1
70876,33,9
95106,19,9
3291,20,1
29804,23,5
31610,4,2
82794,4,2
79910,23,6
69010,25,8
36598,15,4
17668,21,8
46046,21,9
79297,18,1
56480,26,2
10080,7,1
74035,19,6
18675,2,4
57810,15,1
27580,14,9
90034,18,3
97207,12,8
16994,7,9
53824,7,2
77098,27,5
50076,22,10
73662,33,1
8391,27,9
81531,26,6
1004,20,6
67372,19,3
2956,9,1
72085,28,8
30869,3,1
46718,27,10
98832,16,3
90584,10,1
29539,6,1
64021,32,1
98871,21,10
5576,33,6
73464,16,8
66133,15,6
89493,16,10
29355,3,3
83527,21,5
68329,20,6
31288,22,1
90898,24,6
37821,3,1
40621,4,2
87954,11,5
50429,12,1
68346,23,8
76531,14,1
87653,32,2
7865,2,8
3678,12,4
32625,32,4
36591,15,6
11976,22,2
723,9,5
57193,4,6
6342,33,5
22165,18,2
58116,27,7
2588,19,8
21948,26,3
25195,16,7
25210,3,3
11663,31,7
54175,9,4
92271,26,7
61405,17,5
36361,19,3
31470,16,4
9030,14,7
93261,24,6
7046,24,6
29970,16,10
51214,5,2
49069,21,1
93169,2,5
99103,1,4
64206,16,4
5496,26,1
262,8,5
35451,28,2
19130,7,9
98443,8,8
47515,19,8
65614,16,7
1197,13,10
32356,5,8
49147,27,8
31852,27,2
74944,26,3
37399,11,9
89936,13,2
78903,13,7
55242,27,4
23088,17,5
44134,11,1
60064,29,7
1281,26,4
48551,12,7
34738,23,4
8602,6,7
75487,15,6
65887,5,7
86204,28,3
61126,20,8
16752,24,5
89515,27,1
42372,30,5
83009,25,9
66512,33,10
5439,17,7
7268,26,4
5342,8,1
49579,7,3
74592,33,4
19873,17,4
77583,1,2
36186,26,10
34376,13,7
43865,8,6
2868,4,9
27544,7,7
39537,5,7
21729,28,5
27554,29,10
1722,11,1
83627,9,9
83245,12,2
16616,25,6
93879,21,5
39860,31,8
28825,19,10
25669,7,10
51414,8,3
85512,25,2
55893,28,5
77310,16,3
23060,10,9
19630,23,1
12908,30,10
19979,17,4
33698,32,4
71468,6,8
12381,25,4
76819,15,6
15688,6,6
64600,18,9
46598,16,4
27367,3,1
42123,17,6
13676,29,1
66149,12,8
59322,28,3
34452,2,3
53108,10,1
22756,16,1
99657,7,1
68647,9,8
97347,8,6
2251,15,1
43407,14,7
9420,13,2
32200,6,4
21531,24,7
84265,28,1
58635,26,10
90251,14,3
11162,20,8
58739,24,6
56029,29,3
6144,17,4
77826,27,7
44974,8,7
43250,29,5
4932,18,3
16614,24,8
66729,29,1
53692,11,5
45109,33,6
51001,27,3
19636,8,8
41094,30,3
90389,17,6
20428,12,10
60810,17,7
91716,29,3
50370,32,3
21322,12,6
54676,19,2
7145,4,7
14177,22,7
27815,16,3
12518,29,7
27891,19,6
29519,5,10
83513,25,10
73865,28,6
5938,17,7
49681,5,6
63373,6,1
21925,8,2
63454,12,10
48637,31,1
42622,17,8
80604,29,9
1161,18,7
67271,14,5
65849,32,6
88298,27,6
81264,23,3
37922,26,6
75448,4,5
65708,2,4
81638,19,4
58272,12,8
19963,8,6
57345,24,10
38511,21,1
38601,2,7
37680,9,6
62990,11,7
57636,25,9
95605,14,4
1470,19,5
90393,32,1
22942,5,2
9022,7,2
62051,3,4
53009,9,3
45966,15,7
34424,31,9
53411,13,8
45173,12,2
36540,32,8
16662,24,1
29551,7,2
42372,16,5
35461,10,2
57084,9,4
8636,28,3
44934,6,9
72116,20,5
68495,29,3
33978,14,1
75178,14,3
14672,16,4
14939,1,2
60827,30,10
37797,24,9
15941,1,8
89676,16,5
55195,25,2
69814,33,7
41106,22,6
25807,15,4
65058,25,10
2510,26,1
29594,31,5
13427,32,9
3983,26,3
98686,30,3
19928,17,9
70077,25,5
29658,13,1
64138,15,10
78606,32,9
43193,32,1
87513,15,9
38607,2,3
59769,32,2
94561,10,4
64936,31,8
94899,4,2
10481,22,5
59271,32,4
87654,13,2
95347,12,9
75842,12,6
41520,7,6
65142,20,3
27014,21,1
36433,8,4
85770,3,9
74058,25,4
71440,8,5
68086,33,4
20276,20,9
63022,19,2
55766,33,4
845,15,10
88408,6,1
67950,2,9
25017,30,5
40548,6,9
39189,2,3
14928,30,3
43856,23,9
95929,7,3
15513,19,8
84065,11,8
89612,26,7
12793,28,7
6387,17,10
68325,33,1
8377,6,7
20468,2,2
34885,10,2
90628,10,5
43385,23,10
20982,18,7
92358,10,2
23777,29,4
88378,28,7
94595,21,3
57582,7,2
37105,6,9
23822,11,7
88039,4,9
40239,4,9
92000,32,4
94882,32,6
53146,5,2
13693,33,10
63308,17,7
48186,11,5
56041,2,9
78149,30,1
30153,20,2
42408,2,6
34294,15,1
51752,32,9
10076,16,7
84344,19,2
93155,15,6
34670,26,9
13296,8,9
85917,16,8
10478,26,5
14723,14,8
35084,9,4
46581,18,6
63446,32,2
97474,26,9
23818,30,10
2453,1,5
58604,25,6
5398,23,2
57592,33,3
4722,29,6
28620,30,9
31466,11,3
93100,19,9
3631,32,7
2241,18,5
11227,20,9
87672,16,2
57392,1,2
7718,30,10
91451,10,6
66467,27,10
39802,30,1
12678,14,6
31836,12,1
64358,18,8
11152,11,1
7223,17,6
60432,20,3
91860,12,7
12686,26,4
9547,1,6
44365,20,7
11141,20,8
42197,27,5
74665,19,5
3,30,5
32334,27,2
70088,28,4
14849,15,8
50425,7,4
23154,11,6
26236,3,4
14640,17,9
89132,18,2
11579,25,3
49254,5,2
92716,32,9
53340,7,3
7761,5,8
4522,2,6
24785,31,6
74586,9,7
49036,29,4
62482,13,4
41163,8,7
51711,32,10
70285,5,3
43743,24,3
57217,4,6
60603,2,7
33581,9,3
48121,7,6
84620,16,10
17223,4,9
71527,25,10
1138,8,6
14567,32,4
31047,26,2
58428,11,5
30202,11,1
90424,24,9
93256,20,2
5256,33,9
59515,7,1
16856,24,3
47128,23,9
29642,9,6
78755,29,3
93470,16,5
2385,20,1
66149,2,3
5089,33,2
21190,24,10
54101,16,1
74777,28,3
93715,4,4
35944,1,9
41158,30,8
58946,20,7
26175,8,10
47233,20,2
29027,25,6
48230,14,7
98910,20,2
61848,24,3
80560,17,9
20233,2,7
31734,33,8
79647,31,1
90859,17,5
32234,4,10
28060,4,7
6781,15,6
61467,29,4
31548,9,8
29452,21,7
66780,1,3
81043,2,7
76797,26,9
79454,3,9
31788,1,5
33034,14,5
94844,8,9
69650,22,10
6497,15,6
42499,30,7
76932,10,8
29929,33,3
73492,12,9
2420,28,5
51178,24,5
6323,10,7
47348,24,6
17027,21,10
90676,2,5
81491,26,4
851,28,1
64677,16,1
88357,13,8
29350,15,1
96668,32,7
45928,26,5
37110,28,9
68831,31,10
34152,11,2
55291,9,5
46478,15,10
81243,20,10
33909,2,2
35162,29,8
90119,18,3
11257,17,6
95338,9,5
1037,22,6
62356,6,6
45200,18,6
71973,16,1
23414,26,1
79321,13,2
44106,22,9
62670,31,6
84962,8,7
23793,3,3
39442,5,6
57530,32,1
7785,17,2
12721,19,6
84401,20,3
29065,21,1
93409,21,2
15936,30,5
91948,9,8
58568,7,7
8696,11,6
7492,31,10
18202,22,3
3108,27,1
67823,30,1
62085,32,10
33019,28,4
33213,27,6
73192,4,6
89046,33,10
55510,12,6
97576,2,7
9934,31,1
98148,3,9
22653,14,9
49132,8,1
67394,21,3
65798,5,3
98474,29,1
37951,30,9
369,17,7
26949,5,3
30633,26,9
47629,1,9
83057,18,10
83040,11,3
40338,11,8
4282,23,1
36110,25,3
21308,10,4
18778,19,9
52333,15,4
53955,31,5
43445,29,4
18470,9,1
64,26,3
28922,26,1
10381,4,4
14240,7,4
13997,33,8
67640,33,6
55285,22,9
98285,1,3
15523,15,6
79721,32,4
86422,20,8
11097,14,9
20894,20,7
41968,30,2
75228,9,7
671,22,6
53873,29,7
45928,25,2
7247,3,4
39710,33,5
28112,10,5
9530,9,5
20945,8,2
11277,4,7
13982,5,5
26167,20,2
26651,17,10
6317,3,7
31038,11,8
13293,12,2
3291,2,3
64612,33,7
47101,31,9
5940,7,3
46856,2,3
16232,26,2
95921,27,1
33543,21,2
12018,7,10
2534,10,9
94286,27,5
35478,10,8
74523,25,6
15585,10,6
40405,16,6
32082,4,3
38766,6,9
63717,1,2
26647,20,2
94361,1,2
33228,3,3
59910,24,10
92054,8,10
25774,33,10
43243,16,7
4953,14,1
45878,24,8
26173,21,8
57217,1,10
32017,27,10
2524,27,3
76312,4,1
74712,31,5
72611,21,1
42799,11,9
58791,18,9
41272,19,10
65615,32,9
16907,8,8
7795,18,2
32666,10,4
31323,18,1
46467,31,10
42335,23,1
77434,18,4
68794,29,5
17573,21,10
58626,5,7
7164,16,5
85050,26,9
2409,20,10
18234,24,9
65973,11,10
53456,24,1
78820,23,6
55454,16,10
26766,26,6
30458,10,2
57981,3,10
6386,23,3
99289,1,7
50829,26,2
86908,26,6
57650,7,8
2612,7,5
86985,23,9
89877,32,3
91056,26,10
40718,12,10
68537,28,8
20695,32,1
19077,5,9
78167,2,8
49679,22,8
64120,13,5
53513,11,2
69955,28,3
28947,12,8
84585,33,2
41103,9,7
48544,27,1
76853,32,4
65754,21,4
49689,9,8
86179,33,6
46360,17,6
35539,26,8
25831,2,1
65949,3,7
36518,28,8
18432,21,1
37308,30,1
26875,12,7
6176,6,10
38576,1,1
9049,33,2
33955,26,5
52516,28,8
81231,18,5
32728,6,5
93697,16,8
48575,23,5
51056,29,10
59565,28,9
2589,24,6
45444,6,4
58756,2,6
79954,27,6
33842,8,6
83784,3,5
27636,29,6
71210,7,7
48819,23,10
73454,22,2
46731,25,4
85594,14,4
73187,6,9
86294,12,6
40858,20,10
29522,1,4
9124,11,10
78752,10,10
89492,13,8
11106,9,6
9002,5,10
11339,6,2
22055,12,4
17127,32,4
66802,31,3
19031,33,8
14911,1,3
40056,31,10
12623,19,6
71878,19,8
17099,14,9
69126,8,7
32327,9,7
28890,24,3
35328,8,2
89528,12,10
7999,1,4
68183,4,8
92979,22,2
88342,8,9
10990,15,4
15963,7,9
96494,18,3
14217,31,1
63435,31,9
7686,5,5
57464,15,6
60188,27,3
58107,12,8
14610,8,4
35371,31,7
21230,33,7
56728,15,7
73459,14,2
92625,3,2
17419,2,8
14415,15,7
25356,7,5
70374,7,3
36671,24,1
33003,23,2
69305,20,3
11143,22,6
39475,12,10
59760,20,2
82298,15,1
17407,9,1
54408,18,5
26146,19,2
4893,31,5
93810,17,5
90897,7,8
74867,4,7
52835,14,6
73923,12,3
38374,13,5
90600,1,2
49234,19,1
81627,4,3
90305,33,7
59018,10,6
62419,20,2
55777,2,5
67252,11,10
81309,13,5
23143,2,2
64015,26,7
11000,20,9
76805,10,7
63238,23,2
50010,7,7
48930,22,8
98633,1,5
50689,21,5
19483,14,8
48789,23,4
68188,22,6
74726,28,4
83578,15,9
44133,32,6
19595,17,1
21,24,8
69937,2,3
48014,25,7
728,24,3
38250,10,8
57249,2,4
68438,30,5
80532,27,6
64118,17,6
65218,3,5
31237,13,8
35517,11,7
85634,8,1
59266,4,7
56032,15,6
34365,16,7
35574,7,3
1971,12,10
45260,13,9
12094,27,7
93955,8,3
15227,33,4
91149,17,10
12285,10,5
49563,21,7
56871,23,4
77251,9,7
47671,25,2
81457,32,3
94004,30,3
60665,21,1
51508,33,1
41024,1,4
75885,21,6
75458,28,8
15403,28,4
60472,19,9
12487,3,4
87322,19,10
85840,6,10
73844,11,6
18761,25,8
87628,4,3
25575,8,8
96697,20,3
52554,12,2
69711,15,8
34236,4,2
18909,29,2
52874,7,1
41716,33,3
20281,16,6
82752,24,4
60503,17,2
6422,18,6
80927,10,1
62044,27,9
79573,5,8
68092,3,10
96637,10,6
37609,13,4
46874,5,1
12930,17,7
29264,20,9
56197,2,8
78246,17,5
94487,27,2
29531,31,9
2235,2,7
16062,29,2
41200,33,8
53667,27,5
8187,1,5
64670,17,7
7475,24,9
27696,28,5
90968,21,1
26084,11,7
72801,5,9
99461,4,1
89934,5,4
22863,20,10
59643,24,1
3523,23,5
7758,31,9
35975,18,6
75793,12,10
55279,14,8
63181,12,6
53423,25,5
37417,7,5
64450,22,2
20421,29,1
9219,3,2
49436,17,7
444,31,2
83395,26,2
50713,21,9
31920,25,9
40057,21,3
6202,19,1
68120,21,7
29969,21,1
59117,31,4
59166,6,3
74079,6,10
42269,6,2
81588,33,9
65641,20,10
15812,11,6
58135,9,7
55717,4,5
30088,5,4
91230,22,1
69815,20,1
12682,20,10
68651,1,10
42937,21,8
51912,27,6
23942,22,7
54598,9,8
52892,15,7
92679,18,7
23277,18,5
61269,11,2
21363,22,6
61032,19,2
96237,17,7
20108,9,8
90139,20,4
92563,8,8
92735,18,3
42524,29,2
70185,21,2
30934,17,2
17883,5,8
26047,10,4
77219,20,1
62760,18,1
27963,27,6
60016,24,7
99164,31,8
153,14,5
51417,30,3
14453,32,5
58934,8,10
77030,26,8
99878,1,1
20638,23,10
9495,23,1
11484,21,10
84529,1,9
14594,25,8
28447,31,6
94766,22,2
35743,9,2
52467,20,2
54051,27,5
39928,19,9
51944,31,7
56471,9,2
46681,15,7
50602,8,8
60116,11,10
87301,14,5
10080,18,10
94522,2,10
81085,8,2
4257,32,3
25938,7,9
32904,16,3
72082,32,1
29060,31,6
10266,9,9
36374,10,8
51286,16,8
84029,2,6
17849,17,1
14664,4,1
75399,32,6
58748,4,4
66228,5,4
75477,15,3
47390,22,4
8838,16,7
1273,18,3
11356,16,8
62093,30,7
83085,31,4
57669,20,2
97905,8,4
52757,24,6
82152,9,3
66861,25,10
25355,12,3
15940,10,1
44784,6,6
24235,5,1
22592,23,7
81978,27,7
75955,17,2
33803,32,6
61624,19,10
2440,17,3
62712,10,3
85569,22,9
49324,20,6
55947,10,1
35806,32,4
11128,15,6
37188,30,3
14353,19,6
49750,24,4
65193,32,5
4243,25,6
15488,10,4
44756,19,8
94877,33,6
65704,26,1
62063,6,6
99837,8,5
68876,5,6
29633,25,1
79735,22,5
84408,9,6
61400,12,4
51925,23,5
61397,22,9
68305,16,5
8635,13,9
17071,25,8
83648,29,7
15062,4,5
9395,14,2
46826,14,1
52393,20,2
81406,30,3
32006,27,5
56998,8,2
44977,32,9
46680,23,5
35537,29,7
86276,15,4
7102,12,5
77887,19,9
49306,26,5
74473,22,8
79278,26,3
87209,5,9
94002,6,3
46661,26,2
17803,1,3
77667,27,1
35918,9,8
49200,31,7
56472,6,10
72184,27,8
24079,5,3
61629,9,3
16171,25,8
36331,31,9
14387,14,1
82478,30,6
24342,25,9
82386,23,7
24838,13,9
69733,33,3
64330,33,4
54185,16,7
8495,24,5
87577,11,2
41320,4,6
68746,28,9
11042,1,3
27574,16,5
95779,4,2
44592,2,3
33938,17,2
17994,32,6
71401,26,9
88155,17,8
74362,29,4
90713,30,2
19989,3,2
73115,8,4
60159,3,4
81612,20,10
9838,25,6
65110,6,1
39511,1,5
10148,1,4
42768,17,1
69330,11,1
92720,4,8
79624,32,5
30677,22,1
55204,4,1
64633,21,10
16520,3,9
19157,18,6
10874,2,3
46057,11,5
95924,26,8
34269,20,10
98514,7,10
38962,15,1
80525,24,5
31116,15,1
41787,21,3
95041,30,8
9175,1,10
69076,18,2
52341,2,3
53154,9,9
8607,14,4
26563,20,3
47947,16,4
80480,16,10
97645,3,6
75359,3,7
65007,26,1
30468,8,4
17070,24,4
6950,1,2
31314,8,6
37044,3,7
54185,13,3
38059,24,3
87940,3,6
5550,28,4
20468,18,4
56769,11,3
86607,29,4
14271,16,9
53711,30,6
80699,3,4
25881,15,9
89843,8,1
11549,22,1
80776,7,5
29632,32,4
73528,22,9
41352,13,4
64924,8,8
60750,32,5
63901,32,7
88924,15,3
73514,3,10
72147,4,5
83173,6,10
97837,24,6
45012,21,5
79602,11,10
36413,12,9
47526,14,2
67017,29,7
39816,18,1
277,10,4
62038,22,4
671,30,5
68612,1,3
96113,22,10
68137,17,4
77051,30,4
74841,11,2
10691,19,8
41700,18,7
51779,5,9
75197,2,8
55921,1,6
78157,15,9
47986,29,1
33080,3,7
92846,11,9
40738,3,1
55086,8,1
67856,16,6
92768,28,3
50771,13,6
49554,1,9
4746,16,6
7577,11,10
86453,3,8
20730,32,1
59881,2,3
69572,8,1
93216,26,3
57543,26,7
61091,7,4
10563,8,1
48630,12,3
18936,31,2
95759,30,7
71803,9,7
26902,16,7
51564,12,1
36109,20,2
44741,10,6
53735,20,2
15178,7,3
99082,11,5
13516,5,5
38438,31,6
61671,7,6
22638,9,7
48854,9,8
7106,16,7
94494,7,8
2118,21,1
35008,6,8
88831,10,8
11128,20,6
25551,18,3
81668,31,5
10885,32,10
76929,5,5
77809,33,5
55843,20,3
79593,28,3
7435,5,10
22926,19,10
95109,2,7
77679,1,10
13367,9,1
74580,7,10
25466,1,2
93233,33,9
28100,3,8
848,13,5
38978,17,5
87451,13,4
13691,33,6
58256,5,3
3039,19,10
22268,13,9
67460,31,8
19813,3,1
47648,33,5
14589,26,2
79465,3,9
25852,2,7
41054,14,2
70951,23,10
16875,21,1
6038,18,9
25900,3,3
85275,22,3
65941,15,2
967,5,9
41478,33,1
31468,18,5
55727,32,7
32346,15,5
36520,27,10
66403,32,1
54694,2,2
33906,29,1
23545,12,1
35020,15,4
18481,1,2
3917,21,5
59785,5,8
2855,32,8
14390,21,2
45505,28,5
80547,5,2
49574,28,9
9260,29,1
1001,10,5
1495,20,9
67428,30,9
30286,18,6
14794,6,8
71664,14,2
45163,8,4
59587,1,1
15760,23,2
79617,25,10
72385,2,8
94379,27,7
62797,33,3
69213,31,4
59955,10,8
36147,31,4
75492,1,2
24975,32,3
59599,20,7
18928,1,2
86364,17,4
66948,23,4
49773,5,3
76817,6,7
19105,27,3
71298,7,6
11564,6,3
65560,31,4
22133,11,4
22111,2,6
73586,7,6
304,31,3
33382,24,7
18826,17,6
8652,10,7
70813,5,8
53941,31,1
11301,6,8
55963,29,6
87281,7,9
16767,33,3
12459,15,9
58160,33,9
12175,10,8
95255,20,1
35614,33,1
94197,26,1
98635,32,6
86358,4,10
12280,20,5
49117,22,3
18603,24,2
20302,2,5
29833,32,8
47186,10,6
89,26,5
29438,3,8
25928,6,9
31486,2,2
92902,21,9
29497,6,6
1983,15,10
34974,5,4
34378,5,10
64458,28,4
5112,29,5
75077,19,1
75781,31,2
60901,7,4
90669,6,10
40638,13,2
74653,3,9
51283,9,2
88523,15,2
2225,9,5
8186,27,5
97105,27,10
89309,6,1
59713,22,1
18711,32,2
59453,13,5
20406,13,2
4098,28,10
37397,16,2
10976,16,2
25143,8,1
3667,5,10
5482,3,1
85008,10,8
77559,5,1
78212,13,8
48204,25,10
53722,5,9
1968,2,10
16200,26,3
90850,9,10
89473,2,3
31627,18,7
57875,24,3
50518,32,10
49964,11,8
39822,9,3
50234,18,2
38358,28,8
8214,20,10
29818,1,10
30750,9,3
20975,3,6
43119,22,6
4088,24,2
94807,5,8
49388,29,5
60641,29,5
29575,12,6
95522,10,10
44144,20,4
54694,7,1
29199,7,4
30601,8,2
86558,11,10
39556,5,5
64169,24,8
91978,15,6
68876,8,1
86801,20,10
39321,2,2
47446,8,7
195,12,5
5644,6,9
11630,2,5
17855,22,1
86667,30,2
64993,15,10
95747,9,3
83103,24,3
92901,6,9
13322,1,3
20285,12,7
61387,1,7
84472,14,9
12368,8,5
79420,28,1
50851,4,6
39711,23,3
47480,6,3
80417,1,8
35084,32,2
43320,13,7
43397,17,10
82185,1,8
26313,6,10
41009,3,1
96881,17,4
40050,32,5
2407,19,10
16087,19,10
59096,32,2
37859,12,1
78085,28,1
13298,26,8
78735,23,10
928,18,3
36032,25,8
1186,8,8
43983,28,5
23736,33,2
10400,15,10
88518,19,3
17785,14,7
67046,15,6
24483,9,1
18368,16,4
490,1,9
8367,5,2
33007,7,8
26740,10,10
8497,30,7
7045,14,5
21556,6,9
62909,23,4
27512,30,10
40343,17,5
69943,15,4
59034,27,1
5828,8,5
17124,8,10
54036,23,5
31058,32,7
78074,28,4
11074,13,8
34002,19,7
47122,23,1
60465,16,8
55392,33,1
68958,1,6
12119,17,10
42665,17,8
51184,13,1
86538,32,8
84168,5,3
61749,24,10
28373,23,10
63772,32,2
31360,13,2
72629,6,6
43346,12,2
64108,31,1
12143,24,6
74073,10,3
16899,11,7
20734,4,3
41126,7,10
6192,24,2
28002,33,8
45046,10,10
23495,25,6
48277,8,5
78483,15,4
34552,9,5
60916,31,5
76587,22,10
46239,14,5
79754,32,8
71749,8,7
74910,21,3
29666,15,2
25487,8,7
621,25,2
54440,2,4
25323,33,2
54442,33,4
55089,25,6
53987,26,3
97463,29,3
83817,7,2
17502,20,5
35662,25,1
44847,3,1
51694,32,9
21758,7,3
57385,14,2
85070,22,5
33753,21,8
46723,5,2
9595,22,2
26580,5,10
4061,22,1
