user_id,age,gender,occupation
40654,51,['M'],Charity officer
49255,55,['F'],International aid/development worker
55663,29,['M'],Ergonomist
64482,45,['F'],Biomedical scientist
28290,57,['M'],Neurosurgeon
30759,59,['M'],"Journalist, broadcasting"
96271,29,['F'],Financial risk analyst
67118,50,['F'],Wellsite geologist
49197,33,['F'],Neurosurgeon
23215,60,['F'],Nature conservation officer
88472,36,['M'],Environmental education officer
5565,26,['M'],Environmental consultant
9512,46,['F'],Meteorologist
7109,31,['M'],Cabin crew
16113,25,['F'],Radio producer
15449,18,['M'],"Therapist, speech and language"
17842,32,['F'],"Therapist, occupational"
12048,57,['M'],"Conservator, museum/gallery"
36866,58,['F'],"Psychotherapist, child"
59122,34,['M'],Financial manager
3070,26,['M'],Higher education careers adviser
768,57,['M'],"Scientist, research (medical)"
64787,41,['F'],"Designer, exhibition/display"
95592,57,['F'],Legal executive
95798,20,['M'],"Conservator, furniture"
77892,26,['F'],Sport and exercise psychologist
94277,32,['M'],Music therapist
69999,50,['F'],Exhibition designer
17228,27,['F'],Insurance underwriter
59761,59,['M'],Medical technical officer
2294,29,['M'],Lobbyist
21757,32,['M'],Theatre stage manager
6920,60,['M'],"Engineer, civil (contracting)"
45784,50,['F'],"Physicist, medical"
75609,23,['M'],Contractor
7913,45,['F'],Probation officer
67765,54,['M'],"Scientist, research (life sciences)"
59771,50,['M'],Trade union research officer
48921,24,['F'],"Restaurant manager, fast food"
25743,53,['M'],Advertising art director
97180,47,['F'],Information systems manager
32362,48,['F'],Multimedia programmer
22494,53,['F'],"Research officer, political party"
26399,59,['M'],"Nurse, learning disability"
913,34,['F'],Higher education careers adviser
22671,28,['M'],Aid worker
14791,22,['F'],Mechanical engineer
3715,42,['F'],"Designer, jewellery"
75544,46,['F'],Chiropractor
99343,45,['F'],Ship broker
95729,54,['F'],Orthoptist
27759,29,['M'],Insurance risk surveyor
64276,20,['F'],Environmental manager
77271,40,['F'],International aid/development worker
12543,53,['F'],Interior and spatial designer
76651,32,['M'],Tree surgeon
49485,29,['M'],Heritage manager
85316,23,['F'],Data scientist
96960,41,['M'],Media buyer
33738,36,['F'],Professor Emeritus
66761,56,['F'],Horticultural therapist
64363,57,['F'],Radio producer
88099,31,['F'],Environmental health practitioner
74755,37,['F'],Facilities manager
75633,24,['F'],Police officer
26651,21,['F'],Public relations officer
60805,26,['F'],Immunologist
15326,29,['F'],Audiological scientist
22473,58,['F'],Medical sales representative
93539,31,['M'],Writer
30512,51,['M'],"Biochemist, clinical"
38627,29,['M'],"Clinical scientist, histocompatibility and immunogenetics"
34265,40,['F'],Copy
45901,30,['F'],Oncologist
31693,36,['F'],"Geologist, engineering"
58527,30,['M'],Illustrator
40632,28,['M'],Osteopath
93657,27,['M'],"Accountant, chartered public finance"
35968,43,['M'],"Surveyor, planning and development"
41628,44,['F'],Charity officer
93576,24,['M'],Engineering geologist
10722,26,['M'],"Secretary, company"
51591,46,['F'],"Education officer, community"
5479,43,['F'],"Scientist, research (maths)"
56506,21,['F'],Clinical biochemist
42478,39,['M'],Office manager
85426,35,['M'],"Engineer, water"
63949,22,['F'],"Conservation officer, nature"
67394,45,['M'],"Editor, film/video"
67750,46,['M'],Armed forces operational officer
25087,20,['F'],"Engineer, biomedical"
47885,51,['F'],Orthoptist
41628,49,['F'],Animator
93786,48,['M'],Geophysicist/field seismologist
75776,38,['M'],Set designer
22889,37,['M'],"Designer, interior/spatial"
68639,51,['F'],"Lecturer, further education"
14095,31,['M'],"Scientist, biomedical"
98315,42,['M'],Youth worker
19277,21,['F'],Sales promotion account executive
7039,18,['M'],Agricultural consultant
29758,22,['M'],Animal nutritionist
36045,51,['F'],"Engineer, site"
59373,35,['M'],Legal executive
23864,36,['M'],"Accountant, chartered certified"
74689,24,['F'],"Runner, broadcasting/film/video"
96645,60,['M'],"Scientist, marine"
65611,44,['F'],Museum/gallery conservator
74164,36,['F'],"Lighting technician, broadcasting/film/video"
72212,32,['M'],Patent examiner
58442,27,['M'],Lobbyist
34582,54,['M'],"Designer, interior/spatial"
48034,18,['F'],"Education officer, museum"
91949,41,['F'],"Producer, television/film/video"
68065,48,['M'],Aid worker
11670,46,['M'],Social worker
34343,60,['F'],Arts development officer
49276,44,['F'],Secondary school teacher
24113,35,['M'],"Programmer, applications"
56658,41,['F'],Trading standards officer
43034,39,['F'],"Clinical scientist, histocompatibility and immunogenetics"
24379,54,['F'],Professor Emeritus
79067,47,['M'],Training and development officer
1833,33,['F'],"Scientist, forensic"
30838,38,['M'],"Investment banker, operational"
68959,35,['M'],Race relations officer
7099,20,['M'],Outdoor activities/education manager
5917,43,['M'],"Geneticist, molecular"
45184,39,['M'],Holiday representative
67599,25,['M'],Restaurant manager
83319,51,['F'],Hospital doctor
13962,43,['M'],"Engineer, automotive"
55822,58,['M'],"Therapist, speech and language"
15001,52,['F'],Occupational therapist
63153,48,['M'],"Investment banker, operational"
71552,59,['F'],Oncologist
1667,55,['M'],Careers information officer
70344,56,['F'],Writer
8094,28,['M'],Theatre director
63200,52,['F'],Diagnostic radiographer
48612,22,['F'],Research scientist (maths)
61342,23,['F'],Stage manager
16968,28,['M'],Fast food restaurant manager
9600,45,['F'],Professor Emeritus
1834,56,['M'],Industrial/product designer
69019,50,['F'],"Doctor, hospital"
95426,26,['M'],Financial adviser
46689,19,['M'],Architect
9123,36,['M'],Quarry manager
98655,30,['M'],Chartered loss adjuster
47713,45,['M'],Local government officer
30372,25,['M'],"Lecturer, higher education"
40285,30,['F'],"Geologist, wellsite"
11796,32,['F'],"Psychologist, occupational"
74321,26,['F'],Interior and spatial designer
16494,18,['F'],Systems developer
8656,33,['F'],Translator
56292,49,['F'],Tax adviser
71826,20,['M'],Facilities manager
75206,22,['M'],Clinical biochemist
76460,45,['M'],"Nurse, mental health"
16095,41,['F'],Volunteer coordinator
76583,22,['M'],Retail manager
55326,40,['M'],Probation officer
88005,37,['M'],Barrister
81382,28,['M'],"Engineer, structural"
21879,34,['M'],Corporate treasurer
58425,41,['M'],Medical technical officer
23310,34,['F'],"Presenter, broadcasting"
56225,33,['F'],Forensic scientist
55992,57,['F'],"Programmer, systems"
97728,48,['F'],Geochemist
91215,58,['M'],Sports development officer
40977,42,['F'],Tree surgeon
54392,49,['M'],"Education officer, environmental"
89833,53,['M'],"Engineer, electronics"
38398,23,['M'],Higher education careers adviser
3855,24,['M'],Probation officer
635,19,['M'],Sports development officer
52587,39,['F'],"Lecturer, further education"
57005,54,['M'],Training and development officer
90843,36,['M'],Industrial buyer
12238,40,['M'],Financial manager
4036,51,['M'],Scientific laboratory technician
79954,47,['M'],Accounting technician
25023,32,['M'],Sales promotion account executive
17286,48,['M'],Software engineer
35651,59,['F'],Automotive engineer
52393,42,['M'],"Engineer, building services"
41285,24,['M'],Maintenance engineer
23694,33,['M'],Magazine features editor
68425,24,['M'],Solicitor
37602,25,['M'],Industrial buyer
48948,59,['F'],Paediatric nurse
21909,38,['F'],Editorial assistant
38761,59,['F'],Hydrographic surveyor
61277,34,['M'],Ophthalmologist
68286,40,['M'],"Social research officer, government"
57898,23,['M'],"Engineer, electrical"
96431,40,['M'],"Engineer, materials"
4168,50,['F'],"Education officer, environmental"
48126,37,['F'],Transport planner
55401,53,['M'],Photographer
57049,50,['F'],Secondary school teacher
97861,54,['M'],Office manager
63337,55,['F'],Ranger/warden
4906,35,['M'],Retail manager
11211,35,['M'],Aeronautical engineer
29884,40,['M'],Human resources officer
84002,50,['M'],Production manager
87622,55,['M'],Field trials officer
67317,28,['F'],Recycling officer
88163,54,['M'],Psychiatric nurse
47854,48,['F'],Television floor manager
65841,22,['M'],Bookseller
49629,22,['M'],"Psychologist, clinical"
4891,22,['F'],"Pharmacist, community"
8385,44,['F'],Control and instrumentation engineer
82182,55,['M'],"Embryologist, clinical"
12791,43,['M'],Waste management officer
39237,48,['M'],Broadcast engineer
53720,31,['F'],Firefighter
40996,26,['M'],Patent attorney
96520,24,['F'],Network engineer
55744,32,['F'],Corporate investment banker
91446,32,['F'],Structural engineer
25832,57,['M'],Chief Executive Officer
44756,20,['M'],"Engineer, agricultural"
87101,21,['M'],"Engineer, water"
74842,56,['F'],Haematologist
2476,23,['M'],English as a second language teacher
99398,58,['F'],"Lecturer, further education"
12488,32,['F'],Legal executive
40980,42,['F'],Actor
91932,52,['M'],Mechanical engineer
37173,19,['M'],Astronomer
40711,43,['M'],Holiday representative
5171,37,['M'],"Teacher, English as a foreign language"
87070,51,['M'],TEFL teacher
45169,26,['M'],"Psychotherapist, child"
15165,33,['M'],"Surveyor, planning and development"
39622,54,['M'],Horticultural consultant
60655,29,['F'],Mental health nurse
52586,42,['M'],"Merchandiser, retail"
24634,56,['M'],"Surveyor, building"
84964,25,['M'],Trading standards officer
7035,59,['M'],Dancer
22866,50,['F'],"Nurse, learning disability"
98590,38,['F'],"Administrator, charities/voluntary organisations"
69396,46,['F'],"Engineer, biomedical"
82826,21,['F'],"Designer, ceramics/pottery"
46766,49,['F'],Trade mark attorney
43244,43,['F'],Dancer
15973,44,['F'],Politician's assistant
1478,46,['F'],Chief Technology Officer
52698,27,['M'],Landscape architect
63563,43,['M'],Psychotherapist
61982,25,['F'],"Engineer, drilling"
32718,27,['F'],Charity fundraiser
44264,57,['F'],Paramedic
56547,48,['F'],Firefighter
2150,20,['M'],Historic buildings inspector/conservation officer
94382,29,['F'],Health promotion specialist
80219,40,['F'],Plant breeder/geneticist
28723,18,['M'],Fashion designer
99438,18,['M'],Forest/woodland manager
81956,54,['M'],Textile designer
3224,19,['M'],Civil Service fast streamer
76109,19,['F'],"Engineer, mining"
64210,42,['M'],Telecommunications researcher
7018,41,['F'],Chief Executive Officer
56,43,['F'],Learning disability nurse
95339,54,['F'],Agricultural consultant
98454,59,['M'],Medical physicist
34711,40,['F'],"Pilot, airline"
64467,20,['F'],Land/geomatics surveyor
35616,46,['F'],Plant breeder/geneticist
14675,24,['F'],"Chemist, analytical"
43182,22,['F'],Statistician
4712,52,['M'],Music therapist
22622,53,['M'],"Engineer, land"
74778,48,['M'],Government social research officer
58549,35,['M'],Archivist
17755,29,['F'],Local government officer
96508,37,['M'],Network engineer
89897,59,['M'],"Scientist, research (life sciences)"
12443,36,['F'],Lexicographer
32271,53,['F'],Acupuncturist
97494,54,['M'],Theme park manager
73271,54,['F'],Amenity horticulturist
42442,56,['F'],Historic buildings inspector/conservation officer
63691,49,['F'],Exhibition designer
94743,45,['M'],Chartered loss adjuster
73173,36,['F'],Pension scheme manager
32704,46,['F'],Minerals surveyor
8534,43,['M'],"Administrator, education"
3713,55,['F'],Psychiatric nurse
35389,46,['F'],Visual merchandiser
75191,24,['M'],Sub
80137,25,['F'],"Accountant, chartered public finance"
30516,36,['M'],"Engineer, broadcasting (operations)"
52287,50,['F'],"Engineer, aeronautical"
41640,31,['M'],Records manager
81883,51,['M'],Fish farm manager
83842,32,['M'],Television production assistant
82485,40,['M'],Lawyer
58139,47,['M'],Civil Service fast streamer
9924,45,['M'],"Designer, textile"
87929,59,['M'],"Teacher, English as a foreign language"
10764,30,['F'],Dispensing optician
39693,39,['F'],Building services engineer
99651,40,['F'],Location manager
48622,35,['M'],"Development worker, community"
68316,24,['M'],Computer games developer
61916,45,['F'],Claims inspector/assessor
94686,34,['M'],Art therapist
73749,55,['F'],Software engineer
24072,24,['M'],Production manager
83745,49,['F'],Call centre manager
41738,47,['F'],Pathologist
67706,49,['F'],Theatre director
77492,55,['F'],Customer service manager
94906,45,['F'],"Scientist, research (life sciences)"
40923,54,['F'],"Education officer, environmental"
45980,58,['M'],Newspaper journalist
92060,26,['F'],Ambulance person
78325,58,['F'],"Accountant, chartered management"
92250,50,['M'],Merchant navy officer
82834,38,['F'],Podiatrist
29916,53,['M'],Management consultant
59805,55,['F'],Armed forces operational officer
68506,32,['F'],Actuary
90971,55,['M'],"Production assistant, radio"
79988,24,['M'],Comptroller
67758,25,['M'],"Engineer, communications"
40905,29,['M'],"Scientist, forensic"
83144,37,['M'],"Administrator, local government"
70678,48,['M'],Site engineer
49868,46,['M'],Fisheries officer
88043,38,['F'],Tree surgeon
47563,21,['F'],"Research officer, political party"
56213,23,['F'],Textile designer
48122,48,['M'],Volunteer coordinator
27474,44,['M'],Heritage manager
1320,41,['F'],Astronomer
69623,42,['F'],Investment analyst
48541,29,['F'],Materials engineer
51144,53,['M'],Air cabin crew
92610,27,['M'],Dance movement psychotherapist
94964,49,['F'],Counsellor
75634,25,['F'],Chartered public finance accountant
17337,21,['M'],Curator
61392,34,['F'],Technical author
81093,25,['M'],Artist
77545,59,['F'],Social worker
80778,51,['M'],"Embryologist, clinical"
50051,31,['F'],"Designer, blown glass/stained glass"
90304,41,['M'],Air traffic controller
21756,25,['M'],Special effects artist
75552,47,['F'],Research scientist (medical)
73410,26,['M'],Arts administrator
95205,47,['F'],Trade union research officer
72979,30,['M'],"Engineer, civil (contracting)"
5509,18,['M'],"Lecturer, higher education"
80874,53,['F'],Higher education lecturer
42997,23,['F'],Agricultural engineer
1092,25,['F'],Civil Service fast streamer
44308,58,['F'],"Engineer, mining"
39731,33,['M'],Biomedical scientist
16481,25,['F'],"Engineer, petroleum"
24415,22,['F'],IT technical support officer
70839,55,['M'],Editorial assistant
51189,27,['M'],Medical sales representative
65049,55,['M'],Psychiatrist
78479,23,['M'],Gaffer
84101,29,['M'],Visual merchandiser
35379,25,['F'],"Teacher, special educational needs"
83976,44,['M'],Special effects artist
14536,58,['F'],Chiropractor
52172,51,['F'],Dancer
74156,41,['M'],"Radiographer, therapeutic"
61316,56,['F'],Risk analyst
46241,24,['F'],"Teacher, secondary school"
75175,30,['F'],Ophthalmologist
86263,36,['M'],Fisheries officer
11111,42,['M'],Water quality scientist
31115,40,['M'],Geographical information systems officer
87442,18,['M'],Interior and spatial designer
15310,43,['M'],Press photographer
4676,31,['M'],Forensic psychologist
99533,55,['F'],"Exhibitions officer, museum/gallery"
55300,48,['F'],Land
59375,44,['F'],Teaching laboratory technician
31462,49,['F'],Building services engineer
49710,41,['F'],Retail buyer
19181,56,['M'],Industrial buyer
12658,54,['F'],Oncologist
3029,55,['F'],Museum education officer
53565,26,['M'],Barista
9244,38,['M'],"Engineer, electronics"
86209,36,['M'],"Engineer, electronics"
7304,32,['F'],Museum education officer
75087,41,['F'],Aeronautical engineer
92124,21,['F'],"Surveyor, planning and development"
79127,45,['F'],"Producer, radio"
40958,46,['M'],Soil scientist
33230,30,['M'],"Conservation officer, nature"
81330,21,['M'],"Producer, radio"
28468,60,['F'],Science writer
10288,32,['F'],Diplomatic Services operational officer
81357,39,['M'],Field seismologist
30089,32,['M'],Records manager
55629,22,['M'],Video editor
75619,20,['F'],"Librarian, academic"
90520,53,['F'],"Accountant, chartered management"
85179,19,['M'],Textile designer
87669,57,['M'],"Teacher, secondary school"
18752,27,['M'],"Research officer, political party"
7354,28,['M'],Printmaker
118,53,['F'],"Editor, magazine features"
27794,30,['F'],"Editor, film/video"
28058,53,['M'],Human resources officer
43694,38,['M'],Chief Technology Officer
92497,38,['M'],Lawyer
41921,32,['M'],Science writer
72972,22,['F'],Chartered legal executive (England and Wales)
47010,31,['M'],IT trainer
55940,32,['M'],Geographical information systems officer
34672,25,['F'],Music tutor
23312,26,['F'],Public affairs consultant
71457,22,['M'],Exercise physiologist
78466,43,['F'],Media buyer
50085,56,['F'],Environmental education officer
76407,54,['M'],Arboriculturist
37709,24,['F'],"Editor, film/video"
47843,38,['M'],"Investment banker, corporate"
24767,37,['M'],"Administrator, charities/voluntary organisations"
14125,55,['M'],"Solicitor, Scotland"
53537,43,['F'],"Engineer, control and instrumentation"
96982,22,['M'],Web designer
17385,34,['F'],Theme park manager
68296,35,['M'],Optometrist
83864,54,['F'],"Surveyor, planning and development"
3435,32,['F'],Agricultural engineer
74760,59,['F'],IT consultant
55563,43,['F'],Chemical engineer
86095,60,['F'],Sport and exercise psychologist
13263,41,['F'],Oceanographer
67633,52,['F'],Armed forces logistics/support/administrative officer
52046,48,['F'],Chartered accountant
26697,46,['F'],Records manager
69571,46,['M'],Exhibition designer
66110,23,['F'],"Research officer, political party"
22586,47,['M'],Child psychotherapist
32742,33,['F'],Structural engineer
39036,36,['M'],Chief Strategy Officer
29230,59,['F'],Technical brewer
5462,43,['M'],Pension scheme manager
36889,52,['M'],Charity officer
2000,22,['F'],"Engineer, control and instrumentation"
90403,30,['F'],Fine artist
68626,36,['M'],Equality and diversity officer
78745,58,['M'],Consulting civil engineer
13895,51,['M'],Fine artist
55459,45,['F'],Accounting technician
36252,21,['M'],"Research officer, government"
98039,43,['F'],Research scientist (physical sciences)
18496,35,['F'],"Engineer, drilling"
9154,57,['F'],Site engineer
41170,59,['M'],Teaching laboratory technician
21267,35,['F'],Lawyer
26090,39,['M'],Textile designer
14330,47,['M'],Scientific laboratory technician
87750,35,['F'],Careers adviser
99492,49,['F'],Set designer
58443,23,['M'],Multimedia specialist
42481,57,['M'],"Pharmacist, community"
16876,49,['F'],"Restaurant manager, fast food"
26444,18,['M'],Medical physicist
72342,23,['M'],Financial trader
63385,54,['M'],Actor
98066,44,['M'],"Therapist, speech and language"
40907,23,['F'],Medical technical officer
54969,56,['M'],"Designer, multimedia"
84841,18,['M'],Health service manager
93560,54,['F'],"Administrator, arts"
47640,30,['M'],Broadcast presenter
83493,30,['F'],Trading standards officer
15050,18,['F'],Mudlogger
33755,25,['F'],Estate manager/land agent
84037,19,['M'],Ophthalmologist
49231,45,['M'],Chief of Staff
76624,54,['M'],"Secretary, company"
22283,38,['M'],Retail merchandiser
51668,43,['M'],"Lecturer, higher education"
85200,33,['M'],"Engineer, civil (consulting)"
87379,52,['M'],"Therapist, nutritional"
48060,52,['F'],Holiday representative
8043,26,['M'],"Scientist, research (medical)"
6814,53,['M'],Research scientist (maths)
1421,60,['F'],Estate manager/land agent
85481,21,['F'],"Nurse, children's"
77482,18,['M'],"Nurse, children's"
80388,44,['F'],Catering manager
81196,30,['M'],Horticultural therapist
88437,41,['M'],Commercial/residential surveyor
92340,51,['F'],Civil Service administrator
64505,23,['F'],"Designer, multimedia"
10201,25,['M'],Transport planner
9745,43,['M'],Animator
74730,38,['M'],Theatre manager
69110,60,['M'],Psychotherapist
51840,41,['M'],Metallurgist
71309,49,['F'],Conference centre manager
8245,35,['M'],Web designer
59593,39,['M'],"Administrator, Civil Service"
34083,41,['M'],Location manager
23128,34,['M'],Quarry manager
83537,42,['F'],IT consultant
87035,51,['F'],Dancer
38612,45,['M'],"Administrator, sports"
37371,19,['M'],Claims inspector/assessor
72009,26,['F'],Agricultural engineer
51248,53,['F'],Fashion designer
14404,19,['M'],Trade mark attorney
42200,47,['F'],Health promotion specialist
97603,51,['M'],Legal secretary
77622,47,['M'],Comptroller
46719,45,['F'],Manufacturing engineer
82911,21,['M'],Marketing executive
31686,29,['M'],Forensic psychologist
36787,34,['F'],Advice worker
56254,43,['M'],"Teacher, primary school"
36896,37,['M'],"Engineer, communications"
17415,49,['M'],Soil scientist
33099,39,['M'],"Designer, fashion/clothing"
26945,37,['F'],Neurosurgeon
79079,50,['F'],Printmaker
91122,35,['F'],Newspaper journalist
89502,24,['M'],"Engineer, automotive"
89349,60,['F'],"Lecturer, further education"
53619,60,['F'],"Psychologist, occupational"
40712,46,['F'],Fast food restaurant manager
46949,38,['M'],Financial trader
63237,27,['M'],"Exhibitions officer, museum/gallery"
67402,34,['M'],Estate manager/land agent
86035,21,['F'],"Education officer, community"
87882,34,['M'],"Radiographer, therapeutic"
44574,37,['M'],Television floor manager
96272,31,['M'],Manufacturing systems engineer
40322,35,['M'],Passenger transport manager
19231,30,['M'],Editorial assistant
82151,46,['M'],Veterinary surgeon
11779,44,['M'],"Chemist, analytical"
58697,30,['M'],Clinical research associate
8915,40,['F'],Quality manager
5506,54,['F'],Clinical biochemist
5472,40,['M'],Local government officer
99805,41,['M'],Emergency planning/management officer
28485,51,['M'],"Engineer, materials"
68516,43,['F'],Product designer
14446,55,['M'],Sports development officer
54408,45,['F'],Agricultural engineer
93302,25,['F'],Dramatherapist
53795,37,['M'],"Pharmacist, community"
12278,39,['M'],Learning mentor
80354,50,['F'],Senior tax professional/tax inspector
12276,32,['M'],Retail manager
34343,59,['F'],Product manager
38301,46,['F'],Dentist
71915,46,['F'],Control and instrumentation engineer
14218,52,['M'],Media planner
77439,55,['F'],Legal executive
91182,52,['F'],Field trials officer
1566,40,['M'],Research scientist (physical sciences)
92905,28,['M'],Leisure centre manager
98407,50,['M'],Community pharmacist
25654,40,['F'],"Therapist, sports"
5088,26,['F'],Paramedic
51292,34,['F'],"Producer, radio"
71007,24,['F'],"Engineer, materials"
62469,28,['F'],Personnel officer
37710,22,['F'],Data processing manager
39064,35,['F'],Communications engineer
41297,46,['F'],Administrator
59546,56,['M'],Community development worker
47307,58,['F'],Haematologist
7057,31,['F'],Geoscientist
79739,54,['F'],Commercial/residential surveyor
7864,25,['F'],"Accountant, chartered public finance"
89894,23,['M'],Clinical embryologist
76547,60,['M'],"Programmer, systems"
40574,53,['F'],"Psychologist, sport and exercise"
72206,34,['M'],Sports coach
53557,42,['M'],Quarry manager
64471,57,['F'],Probation officer
86319,57,['F'],"Geologist, wellsite"
87090,32,['M'],"Surveyor, commercial/residential"
97015,48,['M'],"Designer, textile"
80053,41,['F'],Child psychotherapist
66731,56,['F'],Emergency planning/management officer
15657,39,['F'],Recycling officer
28333,20,['F'],Community arts worker
24590,51,['F'],Mining engineer
28309,27,['M'],Publishing rights manager
81618,30,['F'],Licensed conveyancer
48065,45,['F'],Production manager
52949,46,['M'],Software engineer
58368,22,['F'],Insurance risk surveyor
6750,19,['M'],Statistician
11385,38,['F'],Paediatric nurse
57720,20,['F'],Biomedical scientist
38089,49,['F'],"Surveyor, minerals"
9499,37,['M'],Occupational hygienist
52697,55,['F'],Furniture conservator/restorer
2078,33,['F'],"Designer, furniture"
17704,48,['M'],IT consultant
29910,56,['F'],Advertising art director
56897,58,['F'],"Copywriter, advertising"
84613,59,['F'],"Optician, dispensing"
61000,46,['F'],"Engineer, site"
48129,29,['M'],"Physicist, medical"
31595,59,['F'],Lawyer
35515,35,['M'],Film/video editor
74980,26,['M'],Soil scientist
11315,30,['M'],Forest/woodland manager
30916,55,['F'],Hospital doctor
28415,31,['F'],Estate agent
77014,54,['F'],Medical sales representative
44294,35,['F'],"Scientist, marine"
79327,26,['F'],"Engineer, civil (consulting)"
33644,55,['M'],Architect
93077,45,['F'],Charity fundraiser
56782,48,['M'],"Designer, exhibition/display"
10519,60,['M'],Animator
74011,34,['F'],Armed forces training and education officer
8626,38,['F'],Minerals surveyor
43526,28,['M'],Health promotion specialist
2980,19,['M'],Musician
43319,26,['M'],"Buyer, industrial"
96736,28,['M'],Tax adviser
75551,40,['M'],Cabin crew
43817,55,['M'],"Education officer, museum"
36618,20,['M'],Prison officer
71412,41,['M'],Product/process development scientist
43892,37,['F'],"Administrator, local government"
77637,56,['M'],Mechanical engineer
71545,52,['F'],Publishing copy
10365,22,['F'],Tour manager
94450,23,['F'],"Psychologist, educational"
11677,21,['F'],Diplomatic Services operational officer
80156,43,['M'],Arboriculturist
6390,44,['M'],Environmental education officer
15262,50,['F'],"Psychologist, counselling"
29781,51,['F'],Sports therapist
56202,35,['M'],Cytogeneticist
